item_name,year,indent_level,cpi_u,cpi_w,bls_item_code,bls_series_id_cpi_u_nsa
"Sewing machines, fabric and supplies",2008,2,0.063,0.054,SERE02,CUUR0000SERE02
Music instruments and accessories,2008,2,0.044,0.037,SERE03,CUUR0000SERE03
Unsampled recreation commodities,2008,2,0.02,0.017,SAC,CUUR0000SAC
Recreation services,2008,1,1.735,1.315,SARS,CUUR0000SARS
group exercises,2008,4,0.56,0.346,,
Admissions,2008,2,0.672,0.586,SERF02,CUUR0000SERF02
Fees for lessons or instructions,2008,2,0.239,0.147,SERF03,CUUR0000SERF03
Unsampled recreation services,2008,2,0.264,0.237,,
Recreational reading materials,2008,1,0.274,0.195,SERG,CUUR0000SERG
Newspapers and magazines,2008,2,0.151,0.111,SERG01,CUUR0000SERG01
Recreational books,2008,2,0.123,0.083,SERG02,CUUR0000SERG02
Unsampled recreational reading materials,2008,2,0.0,0.0,SERG,CUUR0000SERG
Education and communication,2008,1,6.301,6.221,SAE,CUUR0000SAE
Education,2008,1,3.107,2.527,SAE1,CUUR0000SAE1
Educational books and supplies,2008,2,0.221,0.219,SEEA,CUUR0000SEEA
"Tuition, other school fees, and childcare",2008,2,2.886,2.308,SEEB,CUUR0000SEEB
College tuition and fees,2008,2,1.452,1.03,SEEB01,CUUR0000SEEB01
Elementary and high school tuition and fees,2008,2,0.426,0.281,SEEB02,CUUR0000SEEB02
Child care and nursery school,2008,2,0.819,0.848,SEEB03,CUUR0000SEEB03
Technical and business school tuition and fees,2008,2,0.074,0.051,SEEB04,CUUR0000SEEB04
childcare,2008,4,0.115,0.099,,
Communication,2008,1,3.194,3.694,SAE2,CUUR0000SAE2
Postage and delivery services,2008,2,0.172,0.126,SEEC,CUUR0000SEEC
Postage,2008,2,0.161,0.118,SEEC01,CUUR0000SEEC01
Delivery services,2008,2,0.011,0.008,SEEC02,CUUR0000SEEC02
Information and information processing,2008,2,3.022,3.568,SAE21,CUUR0000SAE21
Telephone services,2008,2,2.408,2.965,SEED,CUUR0000SEED
"Land-line telephone services, local charges",2008,3,0.812,0.928,,
charges,2008,5,0.544,0.657,,
Wireless telephone services,2008,3,1.052,1.379,SEED03,CUUR0000SEED03
"Information technology, hardware and services",2008,2,0.614,0.604,SEEE,CUUR0000SEEE
Personal computers and peripheral equipment,2008,2,0.214,0.202,SEEE01,CUUR0000SEEE01
Computer software and accessories,2008,2,0.039,0.035,SEEE02,CUUR0000SEEE02
providers,2008,4,0.292,0.298,,
consumer information items,2008,4,0.06,0.061,,
Unsampled information and information processing,2008,2,0.009,0.007,,
Other goods and services,2008,1,3.386,3.668,SAG,CUUR0000SAG
Tobacco and smoking products,2008,1,0.776,1.267,SEGA,CUUR0000SEGA
Cigarettes,2008,2,0.727,1.198,SEGA01,CUUR0000SEGA01
Tobacco products other than cigarettes,2008,2,0.045,0.063,SEGA02,CUUR0000SEGA02
Unsampled tobacco and smoking products,2008,2,0.005,0.006,SEGA,CUUR0000SEGA
Personal care,2008,1,2.61,2.401,SAG1,CUUR0000SAG1
Personal care products,2008,2,0.651,0.662,SEGB,CUUR0000SEGB
care products,2008,4,0.328,0.345,SEGB,CUUR0000SEGB
implements,2008,4,0.319,0.312,,
Unsampled personal care products,2008,2,0.004,0.006,SEGB,CUUR0000SEGB
Personal care services,2008,2,0.647,0.58,SEGC,CUUR0000SEGC
Haircuts and other personal care services,2008,2,0.647,0.58,SEGC01,CUUR0000SEGC01
Miscellaneous personal services,2008,2,1.074,0.947,SEGD,CUUR0000SEGD
Legal services,2008,2,0.311,0.243,SEGD01,CUUR0000SEGD01
Funeral expenses,2008,2,0.186,0.106,SEGD02,CUUR0000SEGD02
Laundry and dry cleaning services,2008,2,0.265,0.268,SEGD03,CUUR0000SEGD03
cleaning,2008,4,0.033,0.024,,
Financial services,2008,2,0.181,0.153,SEGD05,CUUR0000SEGD05
Unsampled items,2008,2,0.098,0.153,,
Miscellaneous personal goods,2008,2,0.238,0.212,SEGE,CUUR0000SEGE
All items,2008,0,100.0,100.0,SA0,CUUR0000SA0
Commodities,2008,1,39.556,42.689,SAC,CUUR0000SAC
Commodities less food and beverages,2008,1,23.799,25.747,SACL11,CUUR0000SACL11
Nondurables less food and beverages,2008,2,13.289,14.587,SANL11,CUUR0000SANL11
"Nondurables less food, beverages, and apparel",2008,2,9.598,10.609,SANL113,CUUR0000SANL113
Durables,2008,2,10.51,11.16,SAD,CUUR0000SAD
Services,2008,1,60.444,57.311,SAS,CUUR0000SAS
Rent of shelter,2008,1,32.867,30.918,SAS2RS,CUUR0000SAS2RS
Transportation services,2008,1,5.567,5.512,SAS4,CUUR0000SAS4
Other services,2008,1,11.002,10.432,SAS367,CUUR0000SAS367
All items less food,2008,1,85.371,84.135,SA0L1,CUUR0000SA0L1
All items less shelter,2008,1,66.8,68.776,SA0L2,CUUR0000SA0L2
All items less medical care,2008,1,93.61,94.645,SA0L5,CUUR0000SA0L5
Commodities less food,2008,1,24.926,26.824,SACL1,CUUR0000SACL1
Nondurables less food,2008,1,14.416,15.664,SANL1,CUUR0000SANL1
Nondurables less food and apparel,2008,1,10.726,11.686,SANL13,CUUR0000SANL13
Nondurables,2008,1,29.046,31.53,SAN,CUUR0000SAN
Apparel less footwear,2008,1,3.002,3.139,SA311,CUUR0000SA311
Services less rent of shelter,2008,1,27.577,26.392,SASL2RS,CUUR0000SASL2RS
Services less medical care services,2008,1,55.679,53.275,SASL5,CUUR0000SASL5
Energy,2008,1,7.624,9.024,SA0E,CUUR0000SA0E
All items less energy,2008,1,92.376,90.976,SA0LE,CUUR0000SA0LE
All items less food and energy,2008,1,77.746,75.111,SA0L1E,CUUR0000SA0L1E
Commodities less food and energy commodities,2008,2,21.461,22.513,SACL1E,CUUR0000SACL1E
Energy commodities,2008,2,3.465,4.311,SACE,CUUR0000SACE
Services less energy services,2008,2,56.285,52.598,SASLE,CUUR0000SASLE
Domestically produced farm food,2008,1,6.796,7.616,SAN1D,CUUR0000SAN1D
Utilities and public transportation,2008,1,9.871,10.842,SAS24,CUUR0000SAS24
All items,2009,0,100.0,100.0,SA0,CUUR0000SA0
Food and beverages,2009,1,14.795,16.425,SAF,CUUR0000SAF
Food,2009,1,13.738,15.333,SAF1,CUUR0000SAF1
Food at home,2009,2,7.801,8.9,SAF11,CUUR0000SAF11
Cereals and bakery products,2009,2,1.108,1.257,SAF111,CUUR0000SAF111
Cereals and cereal products,2009,3,0.359,0.412,SEFA,CUUR0000SEFA
Flour and prepared flour mixes,2009,3,0.04,0.045,SEFA01,CUUR0000SEFA01
Breakfast cereal,2009,3,0.2,0.232,SEFA02,CUUR0000SEFA02
"Rice, pasta, cornmeal",2009,3,0.119,0.135,SEFA03,CUUR0000SEFA03
Bakery products,2009,3,0.749,0.845,SEFB,CUUR0000SEFB
Bread,2009,3,0.213,0.243,SEFB01,CUUR0000SEFB01
"Fresh biscuits, rolls, muffins",2009,3,0.109,0.125,SEFB02,CUUR0000SEFB02
"Cakes, cupcakes, and cookies",2009,3,0.201,0.229,SEFB03,CUUR0000SEFB03
Other bakery products,2009,3,0.226,0.247,SEFB04,CUUR0000SEFB04
"Meats, poultry, fish, and eggs",2009,2,1.745,2.144,SAF112,CUUR0000SAF112
"Meats, poultry, and fish",2009,3,1.65,2.028,SAF1121,CUUR0000SAF1121
Meats,2009,3,1.024,1.295,SAF11211,CUUR0000SAF11211
Beef and veal,2009,4,0.481,0.621,SEFC,CUUR0000SEFC
Uncooked ground beef,2009,4,0.193,0.268,SEFC01,CUUR0000SEFC01
Uncooked beef roasts,2009,4,0.079,0.092,SEFC02,CUUR0000SEFC02
Uncooked beef steaks,2009,4,0.167,0.202,SEFC03,CUUR0000SEFC03
Uncooked other beef and veal,2009,4,0.043,0.059,SEFC04,CUUR0000SEFC04
Pork,2009,4,0.312,0.402,SEFD,CUUR0000SEFD
products,2009,6,0.113,0.14,,
Ham,2009,4,0.064,0.084,SEFD02,CUUR0000SEFD02
Pork chops,2009,4,0.063,0.086,SEFD03,CUUR0000SEFD03
Other pork including roasts and picnics,2009,4,0.072,0.092,,
Other meats,2009,4,0.231,0.271,SEFE,CUUR0000SEFE
Poultry,2009,3,0.337,0.426,SEFF,CUUR0000SEFF
Chicken,2009,4,0.27,0.354,SEFF01,CUUR0000SEFF01
Other poultry including turkey,2009,4,0.067,0.072,,
Fish and seafood,2009,3,0.289,0.307,SEFG,CUUR0000SEFG
Fresh fish and seafood,2009,4,0.15,0.158,SEFG01,CUUR0000SEFG01
Processed fish and seafood,2009,4,0.14,0.149,SEFG02,CUUR0000SEFG02
Eggs,2009,3,0.095,0.116,SEFH,CUUR0000SEFH
Dairy and related products,2009,2,0.82,0.898,SEFJ,CUUR0000SEFJ
Milk,2009,3,0.271,0.322,SEFJ01,CUUR0000SEFJ01
Cheese and related products,2009,3,0.262,0.275,SEFJ02,CUUR0000SEFJ02
Ice cream and related products,2009,3,0.129,0.133,SEFJ03,CUUR0000SEFJ03
Other dairy and related products,2009,3,0.159,0.168,SEFJ04,CUUR0000SEFJ04
Fresh fruits,2009,3,0.442,0.45,SEFK,CUUR0000SEFK
Apples,2009,4,0.07,0.073,SEFK01,CUUR0000SEFK01
Bananas,2009,4,0.066,0.071,SEFK02,CUUR0000SEFK02
Citrus fruits,2009,4,0.078,0.085,SEFK03,CUUR0000SEFK03
Other fresh fruits,2009,4,0.228,0.221,SEFK04,CUUR0000SEFK04
Potatoes,2009,4,0.067,0.077,SEFL01,CUUR0000SEFL01
Lettuce,2009,4,0.063,0.068,SEFL02,CUUR0000SEFL02
Tomatoes,2009,4,0.086,0.098,SEFL03,CUUR0000SEFL03
dried,2009,5,0.049,0.056,,
Nonalcoholic beverages and beverage materials,2009,2,0.952,1.123,SAF114,CUUR0000SAF114
Juices and nonalcoholic drinks,2009,3,0.719,0.88,SEFN,CUUR0000SEFN
Carbonated drinks,2009,3,0.294,0.38,SEFN01,CUUR0000SEFN01
Frozen noncarbonated juices and drinks,2009,3,0.013,0.015,SEFN02,CUUR0000SEFN02
Nonfrozen noncarbonated juices and drinks,2009,3,0.412,0.484,SEFN03,CUUR0000SEFN03
Beverage materials including coffee and tea,2009,3,0.233,0.244,SEFP,CUUR0000SEFP
Coffee,2009,3,0.111,0.109,SEFP01,CUUR0000SEFP01
Other beverage materials including tea,2009,3,0.122,0.135,SEFP02,CUUR0000SEFP02
Other food at home,2009,2,2.023,2.254,SAF115,CUUR0000SAF115
Sugar and sweets,2009,3,0.295,0.321,SEFR,CUUR0000SEFR
Sugar and artificial sweeteners,2009,3,0.052,0.068,SEFR01,CUUR0000SEFR01
Candy and chewing gum,2009,3,0.189,0.197,SEFR02,CUUR0000SEFR02
Other sweets,2009,3,0.055,0.056,SEFR03,CUUR0000SEFR03
Fats and oils,2009,3,0.232,0.259,SEFS,CUUR0000SEFS
Butter and margarine,2009,3,0.062,0.063,SEFS01,CUUR0000SEFS01
Salad dressing,2009,3,0.063,0.072,SEFS02,CUUR0000SEFS02
Other fats and oils including peanut butter,2009,3,0.107,0.125,SEFS03,CUUR0000SEFS03
Other foods,2009,3,1.496,1.674,SEFT,CUUR0000SEFT
Soups,2009,3,0.092,0.098,SEFT01,CUUR0000SEFT01
Frozen and freeze dried prepared foods,2009,3,0.31,0.376,SEFT02,CUUR0000SEFT02
Snacks,2009,3,0.318,0.339,SEFT03,CUUR0000SEFT03
"Spices, seasonings, condiments, sauces",2009,3,0.257,0.285,SEFT04,CUUR0000SEFT04
Baby food,2009,3,0.081,0.104,,
Other miscellaneous foods,2009,3,0.439,0.472,SEFT06,CUUR0000SEFT06
Food away from home,2009,2,5.937,6.433,SEFV,CUUR0000SEFV
Full service meals and snacks,2009,2,2.875,2.653,SEFV01,CUUR0000SEFV01
Limited service meals and snacks,2009,2,2.359,2.939,SEFV02,CUUR0000SEFV02
Food at employee sites and schools,2009,2,0.266,0.337,SEFV03,CUUR0000SEFV03
Food from vending machines and mobile vendors,2009,2,0.111,0.182,SEFV04,CUUR0000SEFV04
Other food away from home,2009,2,0.326,0.321,SEFV05,CUUR0000SEFV05
Alcoholic beverages,2009,2,1.056,1.092,SAF116,CUUR0000SAF116
Alcoholic beverages at home,2009,2,0.623,0.652,SEFW,CUUR0000SEFW
"Beer, ale, and other malt beverages at home",2009,3,0.303,0.448,SEFW01,CUUR0000SEFW01
Distilled spirits at home,2009,3,0.081,0.076,SEFW02,CUUR0000SEFW02
Wine at home,2009,3,0.239,0.128,SEFW03,CUUR0000SEFW03
Alcoholic beverages away from home,2009,2,0.434,0.44,SEFX,CUUR0000SEFX
Housing,2009,1,41.96,39.753,SAH,CUUR0000SAH
Shelter,2009,1,32.289,30.171,SAH1,CUUR0000SAH1
Rent of primary residence,2009,2,5.966,8.476,SEHA,CUUR0000SEHA
Lodging away from home,2009,2,0.769,0.432,SEHB,CUUR0000SEHB
"Housing at school, excluding board",2009,2,0.159,0.095,SEHB01,CUUR0000SEHB01
motels,2009,4,0.61,0.337,,
Owners' equivalent rent of residences,2009,2,25.206,20.959,SEHC,CUUR0000SEHC
Owners' equivalent rent of primary residence,2009,2,23.593,20.218,SEHC01,CUUR0000SEHC01
residences,2009,4,1.614,0.741,,
Tenants' and household insurance,2009,2,0.347,0.303,SEHD,CUUR0000SEHD
Fuels and utilities,2009,1,5.081,5.632,SAH2,CUUR0000SAH2
Household energy,2009,2,4.028,4.517,SAH21,CUUR0000SAH21
Fuel oil and other fuels,2009,2,0.276,0.271,SEHE,CUUR0000SEHE
Fuel oil,2009,3,0.179,0.161,SEHE01,CUUR0000SEHE01
"Propane, kerosene, and firewood",2009,3,0.097,0.11,SEHE02,CUUR0000SEHE02
Gas (piped) and electricity,2009,2,3.752,4.246,SEHF01,CUUR0000SEHF01
Electricity,2009,3,2.845,3.307,SEHF01,CUUR0000SEHF01
Utility (piped) gas service,2009,3,0.907,0.939,SEHF02,CUUR0000SEHF02
Water and sewer and trash collection services,2009,2,1.052,1.114,SEHG,CUUR0000SEHG
Water and sewerage maintenance,2009,3,0.793,0.863,SEHG01,CUUR0000SEHG01
Garbage and trash collection,2009,3,0.259,0.252,SEHG02,CUUR0000SEHG02
Household furnishings and operations,2009,1,4.59,3.95,SAH3,CUUR0000SAH3
Window and floor coverings and other linens,2009,2,0.331,0.282,SEHH,CUUR0000SEHH
Floor coverings,2009,2,0.054,0.038,SEHH01,CUUR0000SEHH01
Window coverings,2009,2,0.092,0.05,SEHH02,CUUR0000SEHH02
Other linens,2009,2,0.186,0.194,SEHH03,CUUR0000SEHH03
Furniture and bedding,2009,2,0.872,0.759,SEHJ,CUUR0000SEHJ
Bedroom furniture,2009,2,0.268,0.275,SEHJ01,CUUR0000SEHJ01
"Living room, kitchen, and dining room furniture",2009,2,0.425,0.323,SEHJ02,CUUR0000SEHJ02
Other furniture,2009,2,0.171,0.146,SEHJ03,CUUR0000SEHJ03
Unsampled furniture,2009,2,0.007,0.014,,
Appliances,2009,2,0.297,0.316,SEHK,CUUR0000SEHK
Major appliances,2009,2,0.176,0.193,SEHK01,CUUR0000SEHK01
Other appliances,2009,2,0.118,0.119,SEHK02,CUUR0000SEHK02
Unsampled appliances,2009,2,0.003,0.005,,
Other household equipment and furnishings,2009,2,0.584,0.471,SEHL,CUUR0000SEHL
"Clocks, lamps, and decorator items",2009,2,0.318,0.273,SEHL01,CUUR0000SEHL01
Indoor plants and flowers,2009,2,0.108,0.069,SEHL02,CUUR0000SEHL02
Dishes and flatware,2009,2,0.067,0.056,SEHL03,CUUR0000SEHL03
"Tools, hardware, outdoor equipment and supplies",2009,2,0.825,0.767,SEHM,CUUR0000SEHM
"Tools, hardware and supplies",2009,2,0.192,0.222,SEHM01,CUUR0000SEHM01
Outdoor equipment and supplies,2009,2,0.456,0.398,SEHM02,CUUR0000SEHM02
supplies,2009,4,0.177,0.148,,
Housekeeping supplies,2009,2,0.9,0.986,SEHN,CUUR0000SEHN
Household cleaning products,2009,2,0.362,0.432,SEHN01,CUUR0000SEHN01
Household paper products,2009,2,0.238,0.269,SEHN02,CUUR0000SEHN02
Miscellaneous household products,2009,2,0.3,0.286,SEHN03,CUUR0000SEHN03
Household operations,2009,2,0.781,0.369,SEHP,CUUR0000SEHP
Domestic services,2009,2,0.27,0.087,SEHP01,CUUR0000SEHP01
Gardening and lawncare services,2009,2,0.265,0.115,SEHP02,CUUR0000SEHP02
"Moving, storage, freight expense",2009,2,0.097,0.063,SEHP03,CUUR0000SEHP03
Repair of household items,2009,2,0.076,0.056,SEHP04,CUUR0000SEHP04
Unsampled household operations,2009,2,0.074,0.048,SEHP,CUUR0000SEHP
Apparel,2009,1,3.695,3.788,SAA,CUUR0000SAA
Men's and boys' apparel,2009,1,0.903,0.945,SAA1,CUUR0000SAA1
Men's apparel,2009,2,0.723,0.715,SEAA,CUUR0000SEAA
"Men's suits, sport coats, and outerwear",2009,2,0.13,0.096,SEAA01,CUUR0000SEAA01
Men's furnishings,2009,2,0.176,0.177,SEAA02,CUUR0000SEAA02
Men's shirts and sweaters,2009,2,0.231,0.235,SEAA03,CUUR0000SEAA03
Men's pants and shorts,2009,2,0.177,0.194,SEAA04,CUUR0000SEAA04
Unsampled men's apparel,2009,2,0.009,0.013,,
Boys' apparel,2009,2,0.18,0.23,SEAB,CUUR0000SEAB
Women's and girls' apparel,2009,1,1.58,1.568,SAA2,CUUR0000SAA2
Women's apparel,2009,2,1.318,1.248,SEAC,CUUR0000SEAC
Women's outerwear,2009,2,0.136,0.128,SEAC01,CUUR0000SEAC01
Women's dresses,2009,2,0.139,0.142,SEAC02,CUUR0000SEAC02
Women's suits and separates,2009,2,0.667,0.609,SEAC03,CUUR0000SEAC03
accessories,2009,4,0.361,0.35,,
Unsampled women's apparel,2009,2,0.015,0.018,,
Girls' apparel,2009,2,0.262,0.32,SEAD,CUUR0000SEAD
Footwear,2009,1,0.721,0.781,SEAE,CUUR0000SEAE
Men's footwear,2009,2,0.235,0.27,SEAE01,CUUR0000SEAE01
Boys' and girls' footwear,2009,2,0.153,0.201,SEAE02,CUUR0000SEAE02
Women's footwear,2009,2,0.333,0.31,SEAE03,CUUR0000SEAE03
Infants' and toddlers' apparel,2009,1,0.196,0.285,SEAF,CUUR0000SEAF
Jewelry and watches,2009,1,0.295,0.21,SEAG,CUUR0000SEAG
Watches,2009,2,0.042,0.046,SEAG01,CUUR0000SEAG01
Jewelry,2009,2,0.254,0.164,SEAG02,CUUR0000SEAG02
Transportation,2009,1,16.685,18.647,SAT,CUUR0000SAT
Private transportation,2009,1,15.497,17.881,SAT1,CUUR0000SAT1
New and used motor vehicles,2009,2,6.386,6.952,SETA,CUUR0000SETA
New vehicles,2009,2,3.573,3.385,SETA01,CUUR0000SETA01
Used cars and trucks,2009,2,2.012,2.944,SETA02,CUUR0000SETA02
Leased cars and trucks,2009,2,0.598,0.407,SETA03,CUUR0000SETA03
Car and truck rental,2009,2,0.09,0.061,SETA04,CUUR0000SETA04
Unsampled new and used motor vehicles,2009,2,0.114,0.155,SETA,CUUR0000SETA
Motor fuel,2009,2,4.525,5.774,SETB,CUUR0000SETB
Gasoline (all types),2009,2,4.337,5.53,SETB01,CUUR0000SETB01
Other motor fuels,2009,2,0.188,0.244,SETB02,CUUR0000SETB02
Motor vehicle parts and equipment,2009,2,0.401,0.472,SETC,CUUR0000SETC
Tires,2009,2,0.262,0.278,SETC01,CUUR0000SETC01
Vehicle accessories other than tires,2009,2,0.139,0.193,SETC02,CUUR0000SETC02
Motor vehicle maintenance and repair,2009,2,1.167,1.18,SETD,CUUR0000SETD
Motor vehicle body work,2009,2,0.065,0.053,SETD01,CUUR0000SETD01
Motor vehicle maintenance and servicing,2009,2,0.462,0.448,SETD02,CUUR0000SETD02
Motor vehicle repair,2009,2,0.598,0.614,SETD03,CUUR0000SETD03
Unsampled service policies,2009,2,0.042,0.064,,
Motor vehicle insurance,2009,2,2.492,2.996,SETE,CUUR0000SETE
Motor vehicle fees,2009,2,0.527,0.507,SETF,CUUR0000SETF
State motor vehicle registration and license fees,2009,2,0.328,0.345,SETF01,CUUR0000SETF01
Parking and other fees,2009,2,0.186,0.155,SETF03,CUUR0000SETF03
Unsampled motor vehicle fees,2009,2,0.013,0.007,SETF,CUUR0000SETF
Public transportation,2009,1,1.187,0.766,SETG,CUUR0000SETG
Airline fare,2009,2,0.783,0.447,SETG01,CUUR0000SETG01
Other intercity transportation,2009,2,0.157,0.078,SETG02,CUUR0000SETG02
Intracity transportation,2009,2,0.245,0.236,SETG03,CUUR0000SETG03
Unsampled public transportation,2009,2,0.003,0.005,SAT,CUUR0000SAT
Medical care,2009,1,6.513,5.261,SAM,CUUR0000SAM
Medical care commodities,2009,1,1.611,1.301,SAM1,CUUR0000SAM1
Medicinal drugs,2009,2,1.53,1.256,SEMF,CUUR0000SEMF
Prescription drugs,2009,2,1.222,1.005,SEMF01,CUUR0000SEMF01
Nonprescription drugs,2009,2,0.308,0.251,SEMF02,CUUR0000SEMF02
Medical equipment and supplies,2009,2,0.081,0.045,SEMG,CUUR0000SEMG
Medical care services,2009,1,4.902,3.961,SAM2,CUUR0000SAM2
Professional services,2009,2,2.796,2.195,SEMC,CUUR0000SEMC
Physicians' services,2009,2,1.45,1.185,SEMC01,CUUR0000SEMC01
Dental services,2009,2,0.715,0.553,SEMC02,CUUR0000SEMC02
Eyeglasses and eye care,2009,2,0.249,0.198,SEMC03,CUUR0000SEMC03
Services by other medical professionals,2009,2,0.383,0.259,SEMC04,CUUR0000SEMC04
Hospital and related services,2009,2,1.619,1.339,SEMD,CUUR0000SEMD
Hospital services,2009,2,1.358,1.246,SEMD01,CUUR0000SEMD01
Nursing homes and adult day services,2009,2,0.148,0.072,SEMD02,CUUR0000SEMD02
Care of invalids and elderly at home,2009,2,0.113,0.02,SEMD03,CUUR0000SEMD03
Health insurance,2009,2,0.487,0.427,SEME,CUUR0000SEME
Recreation,2009,1,6.437,6.031,SAR,CUUR0000SAR
Video and audio,2009,1,1.894,2.046,SERA,CUUR0000SERA
Televisions,2009,2,0.201,0.201,SERA01,CUUR0000SERA01
Cable and satellite television and radio service,2009,2,1.267,1.405,,
Other video equipment,2009,2,0.032,0.029,SERA03,CUUR0000SERA03
video and audio,2009,4,0.137,0.168,SERA,CUUR0000SERA
Audio equipment,2009,2,0.094,0.084,SERA05,CUUR0000SERA05
"Audio discs, tapes and other media",2009,2,0.058,0.063,,
Unsampled video and audio,2009,2,0.105,0.094,SERA,CUUR0000SERA
"Pets, pet products and services",2009,1,1.145,1.137,SERB,CUUR0000SERB
Pets and pet products,2009,2,0.734,0.803,SERB01,CUUR0000SERB01
Pet services including veterinary,2009,2,0.411,0.334,SERB02,CUUR0000SERB02
Sporting goods,2009,1,0.613,0.556,SERC,CUUR0000SERC
Sports vehicles including bicycles,2009,2,0.319,0.335,SERC01,CUUR0000SERC01
Sports equipment,2009,2,0.285,0.216,SERC02,CUUR0000SERC02
Unsampled sporting goods,2009,2,0.01,0.006,SERC,CUUR0000SERC
Photography,2009,1,0.167,0.193,SERD,CUUR0000SERD
Photographic equipment and supplies,2009,2,0.07,0.066,SERD01,CUUR0000SERD01
Photographers and film processing,2009,2,0.095,0.125,,
Unsampled photography,2009,2,0.002,0.002,,
Other recreational goods,2009,1,0.485,0.578,SERE,CUUR0000SERE
Toys,2009,2,0.364,0.439,SERE01,CUUR0000SERE01
"Sewing machines, fabric and supplies",2009,2,0.06,0.05,SERE02,CUUR0000SERE02
Music instruments and accessories,2009,2,0.048,0.079,SERE03,CUUR0000SERE03
Unsampled recreation commodities,2009,2,0.014,0.011,SAC,CUUR0000SAC
Recreation services,2009,1,1.872,1.343,SARS,CUUR0000SARS
group exercises,2009,4,0.595,0.348,,
Admissions,2009,2,0.679,0.54,SERF02,CUUR0000SERF02
Fees for lessons or instructions,2009,2,0.251,0.129,SERF03,CUUR0000SERF03
Unsampled recreation services,2009,2,0.347,0.326,,
Recreational reading materials,2009,1,0.261,0.178,SERG,CUUR0000SERG
Newspapers and magazines,2009,2,0.14,0.099,SERG01,CUUR0000SERG01
Recreational books,2009,2,0.12,0.079,SERG02,CUUR0000SERG02
Unsampled recreational reading materials,2009,2,0.001,0.0,SERG,CUUR0000SERG
Education and communication,2009,1,6.434,6.175,SAE,CUUR0000SAE
Education,2009,1,3.035,2.327,SAE1,CUUR0000SAE1
Educational books and supplies,2009,2,0.2,0.196,SEEA,CUUR0000SEEA
"Tuition, other school fees, and childcare",2009,2,2.835,2.131,SEEB,CUUR0000SEEB
College tuition and fees,2009,2,1.493,0.957,SEEB01,CUUR0000SEEB01
Elementary and high school tuition and fees,2009,2,0.412,0.227,SEEB02,CUUR0000SEEB02
Child care and nursery school,2009,2,0.79,0.828,SEEB03,CUUR0000SEEB03
Technical and business school tuition and fees,2009,2,0.042,0.038,SEEB04,CUUR0000SEEB04
childcare,2009,4,0.098,0.082,,
Communication,2009,1,3.399,3.848,SAE2,CUUR0000SAE2
Postage and delivery services,2009,2,0.174,0.133,SEEC,CUUR0000SEEC
Postage,2009,2,0.165,0.127,SEEC01,CUUR0000SEEC01
Delivery services,2009,2,0.009,0.005,SEEC02,CUUR0000SEEC02
Information and information processing,2009,2,3.225,3.715,SAE21,CUUR0000SAE21
Telephone services,2009,2,2.392,2.906,SEED,CUUR0000SEED
Wireless telephone services,2009,3,1.301,1.72,SEED03,CUUR0000SEED03
Land-line telephone services,2009,3,1.091,1.186,SEED04,CUUR0000SEED04
"Information technology, hardware and services",2009,2,0.833,0.809,SEEE,CUUR0000SEEE
Personal computers and peripheral equipment,2009,2,0.246,0.225,SEEE01,CUUR0000SEEE01
Computer software and accessories,2009,2,0.044,0.029,SEEE02,CUUR0000SEEE02
providers,2009,4,0.459,0.472,,
consumer information items,2009,4,0.07,0.067,,
Unsampled information and information processing,2009,2,0.014,0.016,,
Other goods and services,2009,1,3.483,3.919,SAG,CUUR0000SAG
Tobacco and smoking products,2009,1,0.871,1.397,SEGA,CUUR0000SEGA
Cigarettes,2009,2,0.804,1.302,SEGA01,CUUR0000SEGA01
